api_name,api_url,violation_line,violation_path
1Forge Finance APIs,https://api.apis.guru/v2/specs/1forge.com/0.0.1/swagger.json,38,/quotes
1Forge Finance APIs,https://api.apis.guru/v2/specs/1forge.com/0.0.1/swagger.json,38,/quotes
Events API,https://api.apis.guru/v2/specs/1password.com/events/1.0.0/openapi.json,0,info.contact
Events API,https://api.apis.guru/v2/specs/1password.com/events/1.0.0/openapi.json,42,/api/auth/introspect
Events API,https://api.apis.guru/v2/specs/1password.com/events/1.0.0/openapi.json,42,/api/auth/introspect
Events API,https://api.apis.guru/v2/specs/1password.com/events/1.0.0/openapi.json,67,/api/v1/itemusages
Events API,https://api.apis.guru/v2/specs/1password.com/events/1.0.0/openapi.json,67,/api/v1/itemusages
Events API,https://api.apis.guru/v2/specs/1password.com/events/1.0.0/openapi.json,67,/api/v1/itemusages
Events API,https://api.apis.guru/v2/specs/1password.com/events/1.0.0/openapi.json,96,/api/v1/signinattempts
Events API,https://api.apis.guru/v2/specs/1password.com/events/1.0.0/openapi.json,96,/api/v1/signinattempts
Events API,https://api.apis.guru/v2/specs/1password.com/events/1.0.0/openapi.json,96,/api/v1/signinattempts
1Password Connect,https://api.apis.guru/v2/specs/1password.local/connect/1.3.0/openapi.json,,
Authentiq API,https://api.apis.guru/v2/specs/6-dot-authentiqio.appspot.com/6/openapi.json,39,/key
Authentiq API,https://api.apis.guru/v2/specs/6-dot-authentiqio.appspot.com/6/openapi.json,175,/key/{PK}
Authentiq API,https://api.apis.guru/v2/specs/6-dot-authentiqio.appspot.com/6/openapi.json,175,/key/{PK}
Authentiq API,https://api.apis.guru/v2/specs/6-dot-authentiqio.appspot.com/6/openapi.json,576,/scope/{job}
Authentiq API,https://api.apis.guru/v2/specs/6-dot-authentiqio.appspot.com/6/openapi.json,576,/scope/{job}
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,147,/channels/{channel_id}
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,190,/channels/{channel_id}/messages
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,190,/channels/{channel_id}/messages
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,190,/channels/{channel_id}/messages
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,190,/channels/{channel_id}/messages
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,190,/channels/{channel_id}/messages
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,190,/channels/{channel_id}/messages
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,361,/channels/{channel_id}/presence
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,361,/channels/{channel_id}/presence
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,445,/channels/{channel_id}/presence/history
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,445,/channels/{channel_id}/presence/history
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,445,/channels/{channel_id}/presence/history
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,516,/keys/{keyName}/requestToken
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,516,/keys/{keyName}/requestToken
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,588,/push/channelSubscriptions
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,588,/push/channelSubscriptions
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,588,/push/channelSubscriptions
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,588,/push/channelSubscriptions
Platform API,https://api.apis.guru/v2/specs/ably.io/platform/1.1.0/openapi.json,588,/push/channelSubscriptions
